season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
1,0,1,1,16.400000000000002,20.455000000000002,37,19.999499999999998,177
2,0,1,1,20.5,24.240000000000002,28.999999999999996,26.0027,224
3,0,0,1,31.98,34.85,40,0,543
3,0,1,3,27.880000000000003,31.819999999999997,83,7.0015,156
1,0,1,3,22.14,25.759999999999998,60,31.0009,83
4,0,1,1,16.400000000000002,20.455000000000002,57.99999999999999,12.998,241
1,0,1,3,17.22,21.21,0,15.001299999999999,12
3,0,1,1,30.34,33.335,51,0,312
3,0,0,1,37.72,41.665,33,16.997899999999998,420
3,0,1,1,31.16,33.335,33,0,310
2,0,1,1,31.16,34.85,55.00000000000001,16.997899999999998,239
3,0,1,1,35.26,37.12,26,16.997899999999998,410
2,0,1,2,18.04,21.97,62,23.9994,124
2,0,1,1,29.52,32.574999999999996,42,6.0032,263
3,0,0,1,34.44,36.364999999999995,30,19.999499999999998,551
4,0,1,1,20.5,24.240000000000002,36,16.997899999999998,435
1,0,1,2,7.38,9.09,40,15.001299999999999,61
1,0,0,1,13.940000000000001,15.15,31,19.999499999999998,175
3,0,1,2,28.7,33.335,79,23.9994,120
3,0,1,1,28.7,33.335,74,11.0014,189
2,0,0,1,18.04,21.97,38,19.0012,313
4,0,0,1,17.22,21.21,62,8.9981,323
4,0,1,2,14.76,18.18,56.99999999999999,7.0015,133
2,0,1,1,27.060000000000002,31.06,27,19.0012,259
4,0,1,3,16.400000000000002,20.455000000000002,100,6.0032,21
2,0,1,1,29.52,34.089999999999996,70,19.999499999999998,316
4,0,1,1,17.22,21.21,54,31.0009,213
3,0,0,2,21.32,25,67,15.001299999999999,372
2,0,1,1,28.7,32.574999999999996,48,26.0027,177
3,0,1,1,31.16,34.089999999999996,45,27.999299999999998,182
2,0,1,1,22.96,26.515,37,19.0012,223
2,0,1,2,26.240000000000002,30.305,73,7.0015,222
3,0,0,3,27.060000000000002,31.06,65,16.997899999999998,482
4,0,1,1,16.400000000000002,20.455000000000002,37,16.997899999999998,134
4,0,1,1,20.5,24.240000000000002,45,11.0014,172
1,0,0,3,9.02,11.365,100,11.0014,72
3,0,1,1,35.26,40.910000000000004,50,16.997899999999998,141
1,0,0,1,9.84,10.605,41,19.999499999999998,231
2,0,1,2,32.800000000000004,36.364999999999995,43,16.997899999999998,196
4,0,0,2,27.060000000000002,30.305,78,0,347
3,0,1,1,31.16,35.605,57.99999999999999,0,205
3,0,1,2,31.16,36.364999999999995,66,19.999499999999998,149
2,0,1,2,24.599999999999998,31.06,46,27.999299999999998,283
4,0,0,1,10.66,15.15,35,0,288
1,0,1,1,21.32,25,23,19.999499999999998,96
1,0,1,1,13.940000000000001,16.665,46,8.9981,216
1,0,0,1,14.76,15.909999999999998,32,31.0009,152
3,0,1,1,34.44,40.910000000000004,56.00000000000001,16.997899999999998,279
4,0,0,1,22.14,25.759999999999998,37,0,627
4,0,1,1,13.940000000000001,15.909999999999998,61,19.0012,196
3,0,0,1,32.800000000000004,36.364999999999995,43,12.998,602
1,0,1,1,10.66,12.879999999999999,52,15.001299999999999,63
3,0,1,1,34.44,36.364999999999995,28.000000000000004,0,147
3,0,1,1,28.7,33.335,79,6.0032,122
4,0,0,1,17.22,21.21,35,8.9981,386
1,0,1,1,13.120000000000001,17.424999999999997,39,0,78
3,0,1,2,28.7,32.574999999999996,54,12.998,408
1,0,1,1,21.32,25,39,12.998,218
2,0,0,1,23.779999999999998,27.275,78,23.9994,391
4,0,0,2,14.76,15.909999999999998,46,31.0009,394
2,0,1,1,32.800000000000004,37.88,55.00000000000001,22.0028,237
4,0,1,2,27.060000000000002,29.544999999999998,89,8.9981,162
2,0,1,1,27.060000000000002,30.305,78,22.0028,173
4,0,1,3,24.599999999999998,27.275,88,8.9981,163
4,0,1,1,13.120000000000001,16.665,45,8.9981,248
2,0,1,1,28.7,31.819999999999997,28.000000000000004,19.0012,240
2,0,0,1,31.16,35.605,57.99999999999999,16.997899999999998,547
4,0,1,2,19.68,23.485,55.00000000000001,32.9975,197
2,0,0,1,25.419999999999998,29.544999999999998,73,19.0012,456
1,0,1,2,19.68,23.485,55.00000000000001,0,202
4,0,1,1,14.76,16.665,56.99999999999999,19.999499999999998,173
3,0,1,1,34.44,39.395,49,8.9981,237
4,0,1,1,16.400000000000002,20.455000000000002,40,15.001299999999999,150
3,0,1,1,36.9,38.635000000000005,25,8.9981,283
3,0,0,1,31.16,33.335,37,12.998,654
4,0,1,1,23.779999999999998,27.275,35,0,283
2,0,0,1,32.800000000000004,37.88,55.00000000000001,15.001299999999999,347
1,0,0,1,12.299999999999999,14.395,61,19.0012,314
4,0,0,1,16.400000000000002,20.455000000000002,37,7.0015,355
3,0,1,2,35.26,40.910000000000004,50,19.999499999999998,338
1,0,1,2,11.48,12.879999999999999,65,19.0012,138
2,1,0,1,35.26,39.395,44,6.0032,350
3,0,1,2,31.16,34.85,52,19.999499999999998,255
1,0,0,1,20.5,24.240000000000002,31,32.9975,312
2,0,1,1,23.779999999999998,27.275,60,15.001299999999999,207
3,0,0,1,34.44,37.12,36,8.9981,373
4,0,1,1,14.76,16.665,40,16.997899999999998,282
1,0,1,2,13.120000000000001,16.665,39,6.0032,146
4,0,1,1,17.22,21.21,44,7.0015,170
3,0,1,1,31.16,34.089999999999996,40,0,360
3,0,1,1,35.26,39.395,41,16.997899999999998,160
3,0,1,1,32.800000000000004,34.85,28.999999999999996,12.998,186
1,0,0,1,13.940000000000001,16.665,46,0,174
2,0,0,1,28.7,31.819999999999997,45,0,462
1,0,1,1,26.240000000000002,31.06,41,19.0012,175
2,0,1,1,22.96,26.515,73,8.9981,301
1,0,0,1,17.22,21.21,41,19.999499999999998,464
2,0,1,1,30.34,34.089999999999996,55.00000000000001,8.9981,202
2,0,1,1,30.34,34.089999999999996,55.00000000000001,11.0014,168
4,0,1,2,12.299999999999999,15.909999999999998,52,7.0015,166
3,0,1,1,36.9,42.425000000000004,42,19.999499999999998,124
4,0,1,1,14.76,17.424999999999997,50,12.998,273
3,0,1,2,29.52,33.335,54,0,170
1,0,1,2,24.599999999999998,29.544999999999998,73,11.0014,248
4,1,0,1,22.96,26.515,64,15.001299999999999,419
3,0,1,1,29.52,32.574999999999996,39,8.9981,274
4,0,1,1,24.599999999999998,31.06,46,0,305
4,0,1,2,22.14,25.759999999999998,64,12.998,206
1,0,0,1,24.599999999999998,30.305,60,7.0015,686
4,0,0,2,14.76,16.665,46,23.9994,449
1,0,1,3,13.120000000000001,17.424999999999997,76,0,65
1,0,0,1,12.299999999999999,15.15,49,11.0014,261
3,0,0,2,32.800000000000004,38.635000000000005,59,22.0028,441
3,0,1,2,29.52,32.574999999999996,45,11.0014,371
2,0,1,2,26.240000000000002,30.305,73,12.998,184
3,0,1,2,31.98,35.605,49,12.998,294
1,0,0,1,16.400000000000002,20.455000000000002,30,0,279
2,0,1,3,16.400000000000002,20.455000000000002,54,0,229
3,0,1,1,32.800000000000004,37.12,49,19.0012,297
3,0,1,1,33.62,37.88,46,16.997899999999998,182
2,0,0,1,22.14,25.759999999999998,60,8.9981,638
2,0,1,1,28.7,31.819999999999997,37,19.0012,315
2,0,0,1,27.060000000000002,31.06,36,0,642
4,0,1,2,15.58,19.695,50,15.001299999999999,204
1,0,1,1,18.86,22.725,36,19.0012,158
4,0,1,1,14.76,17.424999999999997,46,15.001299999999999,137
4,0,1,1,19.68,23.485,48,11.0014,161
2,0,1,2,17.22,21.21,77,16.997899999999998,106
3,0,0,1,32.800000000000004,37.88,55.00000000000001,7.0015,632
1,0,1,1,17.22,21.21,38,19.999499999999998,106
4,0,0,1,13.940000000000001,15.15,31,22.0028,293
1,0,0,1,21.32,25,39,19.999499999999998,273
2,0,1,2,30.34,34.089999999999996,57.99999999999999,27.999299999999998,204
4,0,0,1,17.22,21.21,30,19.0012,363
3,0,0,1,33.62,38.635000000000005,52,16.997899999999998,380
2,0,1,1,28.7,32.574999999999996,51,0,289
4,0,0,3,9.84,9.85,87,32.9975,50
2,0,0,1,28.7,31.819999999999997,32,11.0014,420
1,0,0,2,20.5,24.240000000000002,77,6.0032,521
2,0,1,1,27.060000000000002,31.06,41,19.0012,196
3,0,1,1,34.44,39.395,49,19.0012,239
1,0,1,1,23.779999999999998,27.275,19,26.0027,120
3,0,1,1,32.800000000000004,34.85,31,15.001299999999999,300
2,0,1,2,22.14,25.759999999999998,56.00000000000001,15.001299999999999,247
4,0,0,2,17.22,21.21,71,0,392
1,0,1,1,20.5,24.240000000000002,59,31.0009,201
2,0,1,1,29.52,33.335,54,15.001299999999999,146
2,0,1,2,23.779999999999998,27.275,78,7.0015,168
2,0,1,1,19.68,23.485,33,22.0028,177
1,1,0,2,13.120000000000001,15.909999999999998,66,12.998,93
3,0,1,1,35.26,39.395,44,15.001299999999999,160
2,0,1,1,14.76,16.665,25,16.997899999999998,86
3,0,1,1,36.9,39.395,27,7.0015,293
2,0,1,3,29.52,34.089999999999996,66,19.0012,254
1,0,0,2,19.68,23.485,59,19.0012,198
1,0,1,1,8.200000000000001,8.334999999999999,40,27.999299999999998,51
1,0,0,1,13.120000000000001,13.635,28.999999999999996,36.9974,216
1,0,1,2,12.299999999999999,15.15,42,8.9981,176
2,1,0,1,32.800000000000004,39.395,63,19.0012,556
4,0,1,1,22.14,25.759999999999998,56.00000000000001,15.001299999999999,390
1,0,1,2,8.200000000000001,9.85,40,15.001299999999999,47
4,0,1,1,25.419999999999998,31.06,43,22.0028,214
1,0,1,2,14.76,16.665,93,23.9994,56
1,0,1,1,8.200000000000001,8.334999999999999,44,27.999299999999998,52
1,0,0,2,12.299999999999999,14.395,70,12.998,302
1,0,0,1,11.48,11.365,36,39.000699999999995,144
3,0,1,2,27.060000000000002,30.305,83,15.001299999999999,183
3,0,0,1,35.26,40.910000000000004,50,19.0012,283
2,0,1,2,22.14,25.759999999999998,64,6.0032,103
1,0,1,1,12.299999999999999,15.909999999999998,28.000000000000004,6.0032,87
2,0,0,1,18.86,22.725,31,8.9981,349
2,0,0,1,25.419999999999998,29.544999999999998,73,19.999499999999998,367
3,0,0,3,26.240000000000002,30.305,73,0,149
4,0,1,1,28.7,32.574999999999996,57.99999999999999,15.001299999999999,340
4,0,1,2,16.400000000000002,20.455000000000002,40,11.0014,262
3,0,0,1,37.72,44.695,42,12.998,376
4,0,1,3,22.14,25.759999999999998,60,15.001299999999999,153
2,0,1,1,37.72,42.425000000000004,35,12.998,140
2,1,0,1,36.08,40.15,39,0,327
3,0,0,1,30.34,32.574999999999996,40,8.9981,443
1,0,1,1,8.200000000000001,9.09,40,23.9994,69
4,0,0,1,25.419999999999998,31.06,50,6.0032,465
4,0,1,2,22.96,26.515,78,7.0015,319
4,0,1,2,30.34,33.335,48,8.9981,335
3,0,1,1,31.16,36.364999999999995,70,19.0012,287
4,1,0,1,15.58,19.695,37,31.0009,247
4,0,0,1,26.240000000000002,29.544999999999998,78,0,460
3,0,0,1,30.34,32.574999999999996,40,19.0012,371
4,0,0,1,24.599999999999998,31.06,33,31.0009,472
4,0,1,3,18.04,21.97,100,12.998,33
4,0,0,1,20.5,24.240000000000002,45,0,322
4,0,1,2,27.880000000000003,31.819999999999997,79,0,184
3,0,1,1,25.419999999999998,31.06,38,16.997899999999998,286
3,0,1,2,32.800000000000004,35.605,38,8.9981,374
1,0,0,1,11.48,14.395,61,7.0015,84
3,0,1,1,35.26,40.910000000000004,50,12.998,152
2,0,0,2,16.400000000000002,20.455000000000002,37,0,389
1,0,1,1,28.7,31.819999999999997,23,22.0028,224
2,0,1,3,24.599999999999998,31.06,56.00000000000001,19.0012,232
4,0,1,1,21.32,25,42,19.999499999999998,198
2,0,1,1,22.96,26.515,46,0,238
3,0,1,1,31.16,33.335,28.999999999999996,19.999499999999998,322
1,0,1,1,18.04,21.97,54,7.0015,179
1,0,1,2,15.58,19.695,34,0,79
4,1,0,1,18.86,22.725,36,15.001299999999999,150
1,1,0,1,15.58,19.695,40,22.0028,153
1,0,1,1,8.200000000000001,9.09,47,22.0028,44
2,0,0,1,28.7,32.574999999999996,48,8.9981,552
3,0,0,1,30.34,34.089999999999996,57.99999999999999,8.9981,409
4,0,1,1,12.299999999999999,16.665,39,0,245
1,0,0,1,13.940000000000001,15.909999999999998,39,19.0012,94
2,0,1,1,37.72,43.94,40,16.997899999999998,155
4,0,1,1,16.400000000000002,20.455000000000002,37,22.0028,127
1,1,0,2,13.120000000000001,15.15,76,16.997899999999998,116
3,0,1,1,32.800000000000004,34.85,33,15.001299999999999,277
1,0,1,1,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,75
4,0,1,2,18.04,21.97,57.99999999999999,0,267
1,0,0,1,16.400000000000002,20.455000000000002,37,19.999499999999998,343
3,0,1,1,38.54,42.425000000000004,33,0,203
4,0,1,2,21.32,25,68,7.0015,220
2,0,0,3,21.32,25,100,6.0032,248
1,0,1,1,19.68,23.485,41,15.001299999999999,101
3,0,0,1,27.060000000000002,31.06,44,11.0014,656
4,0,1,1,17.22,21.21,44,15.001299999999999,170
4,0,1,1,11.48,15.909999999999998,41,0,235
1,0,1,1,20.5,24.240000000000002,34,27.999299999999998,205
4,0,1,2,22.96,26.515,88,15.001299999999999,146
4,0,0,1,18.04,21.97,54,0,346
1,0,1,3,9.02,13.635,80,0,38
4,0,1,1,18.86,22.725,51,7.0015,272
3,0,1,1,34.44,38.635000000000005,47,15.001299999999999,202
3,0,1,1,30.34,32.574999999999996,40,0,331
3,0,1,1,39.36,45.455,36,15.001299999999999,233
2,0,1,1,28.7,32.574999999999996,61,27.999299999999998,186
1,0,0,2,13.120000000000001,15.15,66,15.001299999999999,276
3,0,1,1,34.44,36.364999999999995,32,12.998,257
3,0,1,2,31.16,35.605,57.99999999999999,15.001299999999999,144
4,0,1,2,28.7,33.335,74,7.0015,279
1,0,1,1,13.940000000000001,16.665,87,11.0014,175
4,0,1,2,23.779999999999998,27.275,68,8.9981,337
2,0,1,2,22.14,25.759999999999998,83,0,303
1,0,1,3,9.02,9.85,93,23.9994,36
1,0,1,1,16.400000000000002,20.455000000000002,62,19.0012,78
3,0,1,1,31.98,34.089999999999996,38,0,332
1,0,1,2,16.400000000000002,20.455000000000002,76,8.9981,228
1,0,1,2,22.14,25.759999999999998,32,16.997899999999998,250
2,0,1,1,21.32,25,25,0,331
3,0,1,1,27.060000000000002,31.06,28.999999999999996,6.0032,328
1,0,1,1,16.400000000000002,20.455000000000002,35,11.0014,140
1,0,0,1,16.400000000000002,20.455000000000002,54,6.0032,193
3,0,1,1,35.26,39.395,44,15.001299999999999,310
2,0,0,2,17.22,21.21,67,15.001299999999999,445
2,0,0,1,24.599999999999998,31.06,35,19.0012,436
1,0,0,1,13.940000000000001,15.909999999999998,31,19.0012,120
1,0,1,1,12.299999999999999,13.635,49,31.0009,118
2,0,1,1,26.240000000000002,30.305,73,12.998,264
1,0,1,1,13.940000000000001,14.395,39,31.0009,159
4,0,0,1,28.7,32.574999999999996,54,7.0015,743
3,1,0,1,36.9,40.910000000000004,35,0,499
3,1,0,1,30.34,34.85,70,11.0014,357
4,0,1,2,19.68,23.485,82,12.998,135
3,0,1,1,24.599999999999998,31.06,40,16.997899999999998,289
4,1,0,1,18.86,22.725,31,0,269
1,0,0,1,18.04,21.97,16,40.9973,155
2,0,1,1,35.26,40.15,47,11.0014,180
1,0,0,1,16.400000000000002,20.455000000000002,62,19.0012,201
1,0,1,1,17.22,21.21,44,15.001299999999999,222
3,0,1,1,35.26,37.88,34,15.001299999999999,236
1,0,1,1,9.02,9.85,37,26.0027,77
3,0,1,2,25.419999999999998,30.305,69,12.998,295
4,0,1,3,12.299999999999999,13.635,81,23.9994,116
2,0,1,2,32.800000000000004,35.605,41,19.999499999999998,248
2,0,1,1,25.419999999999998,31.06,53,15.001299999999999,197
4,0,1,1,22.14,25.759999999999998,39,31.0009,387
2,0,1,1,21.32,25,27,0,348
2,0,1,3,13.940000000000001,16.665,87,8.9981,108
3,0,0,2,21.32,25,68,12.998,349
4,0,1,1,11.48,12.879999999999999,52,22.0028,156
3,0,1,3,31.16,34.85,55.00000000000001,8.9981,161
3,0,1,1,32.800000000000004,37.12,49,11.0014,178
1,0,1,2,8.200000000000001,9.09,40,19.0012,52
1,0,1,2,14.76,16.665,50,23.9994,89
2,0,1,1,21.32,25,23,11.0014,283
4,0,0,3,9.84,9.85,87,30.002599999999997,29
3,0,1,1,33.62,36.364999999999995,38,11.0014,242
2,0,1,2,25.419999999999998,31.06,46,12.998,258
3,0,1,1,32.800000000000004,34.85,27,0,222
4,0,1,1,19.68,23.485,33,32.9975,218
4,0,1,2,23.779999999999998,27.275,73,12.998,392
3,0,0,3,29.52,34.85,74,6.0032,493
1,0,0,1,15.58,19.695,43,15.001299999999999,351
4,0,1,2,13.940000000000001,18.18,42,0,232
1,0,1,1,13.120000000000001,15.15,36,15.001299999999999,136
2,0,0,2,18.04,21.97,62,12.998,464
2,1,0,1,27.880000000000003,31.819999999999997,56.99999999999999,16.997899999999998,271
3,0,0,1,31.98,34.85,43,27.999299999999998,447
4,0,0,1,25.419999999999998,31.06,41,19.999499999999998,686
1,0,0,1,9.02,10.605,41,16.997899999999998,219
3,0,1,1,32.800000000000004,34.85,28.999999999999996,8.9981,247
4,0,1,1,27.060000000000002,31.06,39,22.0028,293
4,0,1,2,16.400000000000002,20.455000000000002,50,15.001299999999999,185
3,0,0,2,27.060000000000002,29.544999999999998,89,11.0014,421
1,0,1,1,10.66,13.635,41,7.0015,138
1,0,1,2,9.02,10.605,35,19.999499999999998,115
3,0,1,1,35.26,40.15,47,15.001299999999999,136
3,0,0,1,31.16,34.089999999999996,40,12.998,579
2,0,1,3,27.060000000000002,30.305,83,12.998,59
2,0,1,2,14.76,17.424999999999997,46,15.001299999999999,98
1,0,1,2,8.200000000000001,9.09,34,22.0028,124
2,0,1,1,18.86,22.725,36,23.9994,307
2,0,1,1,21.32,25,34,23.9994,196
2,0,1,1,19.68,23.485,33,30.002599999999997,217
2,0,1,1,22.96,26.515,37,19.999499999999998,308
2,0,0,1,30.34,34.85,66,15.001299999999999,529
2,0,1,1,27.880000000000003,31.819999999999997,74,19.0012,148
2,0,1,2,28.7,31.819999999999997,45,26.0027,255
3,0,1,2,29.52,34.85,79,7.0015,191
2,0,0,3,28.7,32.574999999999996,61,19.999499999999998,428
1,0,1,1,18.86,22.725,36,12.998,178
1,0,0,1,13.120000000000001,14.395,36,31.0009,161
1,0,1,1,18.04,21.97,38,16.997899999999998,184
2,0,1,2,24.599999999999998,31.06,46,16.997899999999998,251
4,0,0,1,27.880000000000003,31.819999999999997,47,11.0014,500
4,0,1,2,14.76,18.18,56.99999999999999,6.0032,144
2,0,0,2,26.240000000000002,30.305,69,7.0015,335
2,0,0,1,30.34,34.85,66,6.0032,420
4,0,1,2,28.7,32.574999999999996,70,7.0015,358
1,0,1,1,16.400000000000002,20.455000000000002,40,22.0028,172
4,0,1,2,18.86,22.725,100,8.9981,61
2,0,1,1,20.5,24.240000000000002,42,23.9994,238
1,0,0,1,9.02,9.09,32,31.0009,72
3,0,1,1,32.800000000000004,39.395,63,11.0014,234
2,0,1,1,25.419999999999998,31.06,41,6.0032,303
4,0,0,2,19.68,23.485,59,27.999299999999998,391
4,0,1,3,21.32,25,88,11.0014,75
4,0,1,2,22.14,25.759999999999998,64,15.001299999999999,198
1,0,1,2,12.299999999999999,15.15,49,8.9981,261
4,0,0,2,16.400000000000002,20.455000000000002,87,11.0014,547
1,0,1,1,22.14,25.759999999999998,37,16.997899999999998,192
4,0,1,3,21.32,25,94,22.0028,130
3,0,1,2,32.800000000000004,38.635000000000005,59,15.001299999999999,188
2,0,1,1,22.96,26.515,22,23.9994,223
1,1,0,1,15.58,19.695,40,19.999499999999998,140
1,0,1,2,6.5600000000000005,11.365,59,0,54
4,0,1,2,19.68,23.485,69,12.998,260
1,0,0,1,3.2800000000000002,8.334999999999999,35,0,84
3,0,0,2,28.7,32.574999999999996,65,6.0032,626
4,0,1,1,18.04,21.97,18,27.999299999999998,182
4,0,0,1,18.04,21.97,44,19.0012,366
3,0,1,2,29.52,33.335,48,6.0032,219
2,0,1,2,18.04,21.97,77,16.997899999999998,81
2,0,0,1,34.44,36.364999999999995,30,8.9981,500
1,0,0,1,5.74,5.305,33,26.0027,87
1,0,0,2,18.86,22.725,94,23.9994,105
4,1,0,2,28.7,32.574999999999996,48,6.0032,365
3,0,1,1,32.800000000000004,34.85,27,22.0028,321
1,0,0,1,12.299999999999999,15.15,61,11.0014,243
1,0,1,1,27.060000000000002,31.06,39,16.997899999999998,174
4,0,1,3,15.58,19.695,62,11.0014,221
2,0,0,1,31.16,36.364999999999995,66,12.998,539
3,0,0,1,31.16,34.089999999999996,45,23.9994,431
2,0,0,1,25.419999999999998,31.06,33,19.999499999999998,678
3,0,0,1,34.44,36.364999999999995,32,11.0014,341
2,0,1,1,31.98,37.12,59,22.0028,194
1,0,1,1,13.120000000000001,14.395,36,27.999299999999998,77
1,0,1,3,13.940000000000001,15.909999999999998,71,16.997899999999998,64
4,0,1,3,14.76,16.665,81,23.9994,96
1,0,0,2,9.84,12.120000000000001,87,6.0032,98
4,0,0,2,16.400000000000002,20.455000000000002,82,19.999499999999998,315
3,0,0,1,35.26,38.635000000000005,39,16.997899999999998,494
2,0,1,2,23.779999999999998,27.275,46,11.0014,276
2,0,0,1,26.240000000000002,31.06,56.99999999999999,15.001299999999999,640
1,0,1,1,23.779999999999998,27.275,32,16.997899999999998,211
2,0,1,1,22.96,26.515,43,6.0032,157
3,0,1,1,33.62,39.395,56.00000000000001,22.0028,138
4,0,1,3,18.04,21.97,100,15.001299999999999,220
3,0,0,2,39.36,43.18,30,8.9981,308
4,0,1,1,20.5,24.240000000000002,51,11.0014,167
1,0,0,1,18.86,22.725,31,19.0012,501
4,0,1,3,22.14,25.759999999999998,94,19.0012,78
4,0,1,3,11.48,13.635,87,16.997899999999998,77
4,0,0,1,22.14,25.759999999999998,45,7.0015,686
4,1,0,1,29.52,32.574999999999996,37,0,365
3,0,1,2,31.16,35.605,57.99999999999999,7.0015,278
2,0,1,1,22.14,25.759999999999998,39,30.002599999999997,318
1,0,1,3,7.38,10.605,93,7.0015,29
2,0,1,1,22.96,26.515,37,15.001299999999999,159
4,0,1,1,18.04,21.97,47,19.999499999999998,201
1,0,1,2,14.76,16.665,93,23.9994,76
1,0,1,2,5.74,6.819999999999999,46,15.001299999999999,45
4,0,1,1,13.120000000000001,16.665,33,0,165
3,0,0,1,35.26,39.395,41,19.0012,498
2,0,1,1,27.060000000000002,31.06,54,6.0032,209
4,0,1,2,29.52,33.335,57.99999999999999,22.0028,294
4,0,1,2,15.58,19.695,42,15.001299999999999,228
2,0,1,2,27.060000000000002,31.06,61,15.001299999999999,265
3,0,0,2,39.36,43.18,31,16.997899999999998,360
3,0,1,1,26.240000000000002,30.305,65,16.997899999999998,343
3,0,0,1,33.62,40.15,59,19.0012,374
3,0,0,1,30.34,32.574999999999996,40,19.0012,392
2,0,0,2,30.34,33.335,51,0,363
1,0,1,1,8.200000000000001,9.09,27,19.0012,48
4,0,1,3,24.599999999999998,29.544999999999998,73,7.0015,171
4,0,0,2,22.14,25.759999999999998,60,12.998,369
2,0,1,2,14.76,16.665,46,26.0027,182
4,0,1,2,24.599999999999998,27.275,88,12.998,104
3,0,1,1,34.44,40.910000000000004,56.00000000000001,6.0032,153
2,0,0,1,20.5,24.240000000000002,72,12.998,281
2,0,1,1,13.120000000000001,15.909999999999998,31,11.0014,220
3,0,1,1,31.98,34.85,46,15.001299999999999,305
2,0,1,1,25.419999999999998,31.06,38,0,315
2,0,1,1,25.419999999999998,31.06,50,0,193
4,0,1,1,13.940000000000001,15.15,42,26.0027,208
3,0,1,1,36.08,39.395,37,11.0014,176
1,0,0,3,14.76,17.424999999999997,76,12.998,59
3,0,1,1,31.16,34.089999999999996,48,27.999299999999998,204
4,0,1,3,17.22,21.21,77,19.0012,22
4,0,1,1,17.22,21.21,35,7.0015,217
3,0,0,1,30.34,33.335,45,19.999499999999998,383
4,0,1,1,26.240000000000002,31.06,61,12.998,211
4,0,0,1,21.32,25,55.00000000000001,12.998,415
2,0,1,1,31.98,34.85,46,19.0012,153
4,0,1,1,13.940000000000001,15.909999999999998,53,16.997899999999998,218
3,0,1,1,34.44,40.15,53,19.0012,148
4,0,0,1,22.96,26.515,37,16.997899999999998,626
3,0,1,1,32.800000000000004,37.12,49,15.001299999999999,289
2,0,1,3,22.96,26.515,83,27.999299999999998,153
1,0,1,1,24.599999999999998,28.79,78,16.997899999999998,261
3,0,1,2,31.16,35.605,62,19.0012,186
1,0,0,1,8.200000000000001,8.334999999999999,34,30.002599999999997,75
2,0,1,1,20.5,24.240000000000002,45,15.001299999999999,106
2,0,1,2,14.76,16.665,46,19.999499999999998,80
2,0,1,1,26.240000000000002,31.06,44,15.001299999999999,209
1,1,0,1,13.120000000000001,16.665,76,6.0032,114
2,0,1,1,19.68,23.485,28.999999999999996,26.0027,224
3,0,1,2,32.800000000000004,37.12,52,7.0015,240
2,0,1,1,27.880000000000003,31.819999999999997,51,0,214
3,0,1,3,22.14,25.759999999999998,83,26.0027,67
3,0,0,1,29.52,34.089999999999996,62,15.001299999999999,404
2,0,1,3,13.940000000000001,15.909999999999998,87,15.001299999999999,15
1,0,1,3,22.96,26.515,56.00000000000001,40.9973,85
3,0,1,1,36.9,38.635000000000005,25,15.001299999999999,436
1,0,1,1,17.22,21.21,28.000000000000004,31.0009,178
2,0,0,3,24.599999999999998,31.06,35,11.0014,378
1,0,1,1,16.400000000000002,20.455000000000002,43,12.998,82
2,0,0,1,26.240000000000002,31.06,53,11.0014,614
4,0,1,1,14.76,17.424999999999997,40,11.0014,236
1,0,0,2,18.86,22.725,44,23.9994,430
1,0,1,3,12.299999999999999,15.909999999999998,81,6.0032,24
3,0,0,1,33.62,35.605,30,7.0015,404
1,0,1,2,14.76,17.424999999999997,53,8.9981,207
2,0,1,1,24.599999999999998,29.544999999999998,73,7.0015,257
2,0,1,1,30.34,34.089999999999996,57.99999999999999,12.998,209
1,0,1,2,14.76,17.424999999999997,50,15.001299999999999,102
1,0,0,1,18.04,21.97,35,23.9994,427
1,0,1,2,13.940000000000001,16.665,81,8.9981,165
1,0,1,2,12.299999999999999,15.15,45,8.9981,81
4,0,1,1,14.76,17.424999999999997,34,12.998,271
2,0,1,1,25.419999999999998,31.06,38,23.9994,221
4,0,1,1,16.400000000000002,20.455000000000002,43,12.998,299
4,0,0,1,22.96,26.515,40,0,711
3,0,1,2,26.240000000000002,30.305,65,19.0012,189
2,0,1,2,22.14,25.759999999999998,64,12.998,107
3,0,1,2,31.16,35.605,62,12.998,232
2,0,0,1,23.779999999999998,27.275,23,11.0014,483
2,0,1,2,18.86,22.725,59,30.002599999999997,143
2,0,1,1,30.34,32.574999999999996,37,16.997899999999998,416
1,0,1,2,8.200000000000001,11.365,59,6.0032,52
1,0,0,3,9.02,11.365,100,11.0014,52
3,0,0,3,26.240000000000002,28.79,83,8.9981,162
1,0,1,1,13.940000000000001,15.909999999999998,19,15.001299999999999,79
1,0,1,2,8.200000000000001,11.365,59,6.0032,63
1,0,0,1,13.940000000000001,15.15,42,23.9994,327
1,0,0,1,6.5600000000000005,6.0600000000000005,40,30.002599999999997,138
3,0,1,1,31.16,35.605,62,0,283
2,0,1,2,22.14,25.759999999999998,77,0,229
2,0,0,3,13.120000000000001,16.665,81,8.9981,184
1,0,0,1,13.940000000000001,16.665,28.999999999999996,0,198
1,0,1,2,9.02,13.635,93,0,62
2,0,1,2,25.419999999999998,31.06,33,0,176
3,0,1,2,31.98,37.12,59,7.0015,237
2,0,0,1,33.62,34.85,24,19.0012,585
2,0,1,1,25.419999999999998,30.305,69,6.0032,240
